ID,Competitor Name,Sex,Age,Age Grouping,Height,Weight,Nation Code,Year,Sport,Event,Medal
618,Aleksandr Veniaminovich Abushakhmetov,Male,21,18-25,189,81,URS,1976,Fencing,"Fencing Men's epee, Individual",Not Registered
618,Aleksandr Veniaminovich Abushakhmetov,Male,21,18-25,189,81,URS,1976,Fencing,"Fencing Men's epee, Team",Not Registered
618,Aleksandr Veniaminovich Abushakhmetov,Male,25,18-25,189,81,URS,1980,Fencing,"Fencing Men's epee, Individual",Not Registered
618,Aleksandr Veniaminovich Abushakhmetov,Male,25,18-25,189,81,URS,1980,Fencing,"Fencing Men's epee, Team",Bronze
619,Magomedgasan Mingazhutdinovich Abushev,Male,20,18-25,170,62,URS,1980,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
620,Kanat Kalizhanovich Abutalipov,Male,25,18-25,168,56,KAZ,2008,Boxing,Boxing Men's Bantamweight,Not Registered
620,Kanat Kalizhanovich Abutalipov,Male,29,25-30,168,56,KAZ,2012,Boxing,Boxing Men's Bantamweight,Not Registered
621,Anas Sameer N. H. Abuyousuf,Male,14,Under 18,181,77,QAT,2004,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
622,Ali Abuzamia,Male,19,18-25,185,80,JOR,1988,Fencing,"Fencing Men's epee, Individual",Not Registered
623,Irina Alekseyevna Abysova,Female,27,25-30,175,56,RUS,2008,Triathlon,Triathlon Women's Olympic Distance,Not Registered
623,Irina Alekseyevna Abysova,Female,31,Over 30,175,56,RUS,2012,Triathlon,Triathlon Women's Olympic Distance,Not Registered
624,Srr Acar,Male,NULL,NULL,170,78,TUR,1968,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Not Registered
625,E. Doan Acarbay,Male,21,18-25,NULL,NULL,TUR,1948,Athletics,Athletics Men's 400 metres,Not Registered
625,E. Doan Acarbay,Male,21,18-25,NULL,NULL,TUR,1948,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
625,E. Doan Acarbay,Male,25,18-25,NULL,NULL,TUR,1952,Athletics,Athletics Men's 400 metres,Not Registered
625,E. Doan Acarbay,Male,25,18-25,NULL,NULL,TUR,1952,Athletics,Athletics Men's 400 metres Hurdles,Not Registered
626,Alain Acart,Male,21,18-25,175,67,FRA,1972,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Not Registered
626,Alain Acart,Male,25,18-25,175,67,FRA,1976,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Not Registered
627,Andreea Roxana Acatrinei,Female,16,Under 18,150,40,ROU,2008,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
627,Andreea Roxana Acatrinei,Female,16,Under 18,150,40,ROU,2008,Gymnastics,Gymnastics Women's Team All-Around,Bronze
627,Andreea Roxana Acatrinei,Female,16,Under 18,150,40,ROU,2008,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
627,Andreea Roxana Acatrinei,Female,16,Under 18,150,40,ROU,2008,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
628,Jacques Accambray,Male,22,18-25,194,125,FRA,1972,Athletics,Athletics Men's Hammer Throw,Not Registered
628,Jacques Accambray,Male,26,25-30,194,125,FRA,1976,Athletics,Athletics Men's Hammer Throw,Not Registered
629,William Accambray,Male,24,18-25,194,104,FRA,2012,Handball,Handball Men's Handball,Gold
630,Anna Accensi Abella,Female,26,25-30,NULL,NULL,ESP,1996,Rowing,Rowing Women's Lightweight Double Sculls,Not Registered
631,Ezio Acchini,Male,26,25-30,NULL,NULL,ITA,1948,Rowing,Rowing Men's Coxed Eights,Not Registered
632,Mario Acchini,Male,33,Over 30,NULL,NULL,ITA,1948,Rowing,Rowing Men's Coxed Eights,Not Registered
635,Alfredo Accorsi,Male,27,25-30,NULL,NULL,ITA,1908,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
636,Enrique Accorsi Teuthorn,Male,31,Over 30,NULL,NULL,CHI,1948,Fencing,"Fencing Men's Foil, Individual",Not Registered
636,Enrique Accorsi Teuthorn,Male,31,Over 30,NULL,NULL,CHI,1948,Fencing,"Fencing Men's epee, Individual",Not Registered
637,Eusebio Acea Colarte,Male,31,Over 30,190,95,CUB,2000,Rowing,Rowing Men's Quadruple Sculls,Not Registered
638,Raidel Acea Morales,Male,21,18-25,NULL,NULL,CUB,2012,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
639,Domingo Gmez-Acedo Villanueva,Male,21,18-25,NULL,NULL,ESP,1920,Football,Football Men's Football,Silver
640,Carmen Acedo Jorge,Female,17,Under 18,NULL,NULL,ESP,1992,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Not Registered
641,Jos Aceituno,Male,23,18-25,167,58,CHI,1960,Athletics,"Athletics Men's 5,000 metres",Not Registered
642,Ervin S. Acel,Male,39,Over 30,NULL,NULL,USA,1928,Fencing,"Fencing Men's Sabre, Team",Not Registered
643,Marco Acerbi,Male,23,18-25,190,74,ITA,1972,Athletics,Athletics Men's 110 metres Hurdles,Not Registered
644,Claudia Acerenza Marez,Female,22,18-25,160,55,URU,1988,Athletics,Athletics Women's 100 metres,Not Registered
644,Claudia Acerenza Marez,Female,22,18-25,160,55,URU,1988,Athletics,Athletics Women's 200 metres,Not Registered
645,Elmer ngel Acevedo,Male,19,18-25,NULL,NULL,ESA,1968,Football,Football Men's Football,Not Registered
646,Anibl Santiago Acevedo,Male,21,18-25,176,67,PUR,1992,Boxing,Boxing Men's Welterweight,Bronze
647,Eyne Acevedo Tabares,Male,22,18-25,NULL,67,COL,1992,Weightlifting,Weightlifting Men's Lightweight,Not Registered
648,Fabio Acevedo,Male,22,18-25,171,70,COL,1972,Cycling,"Cycling Men's Road Race, Individual",Not Registered
648,Fabio Acevedo,Male,22,18-25,171,70,COL,1972,Cycling,Cycling Men's 100 kilometres Team Time Trial,Not Registered
649,Fernando Acevedo Portugues,Male,22,18-25,175,65,PER,1968,Athletics,Athletics Men's 200 metres,Not Registered
649,Fernando Acevedo Portugues,Male,26,25-30,175,65,PER,1972,Athletics,Athletics Men's 400 metres,Not Registered
650,Javier Carlos Acevedo,Male,18,18-25,182,68,CAN,2016,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
650,Javier Carlos Acevedo,Male,18,18-25,182,68,CAN,2016,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Not Registered
651,Jos Eduardo Acevedo Herrera,Male,22,18-25,179,65,VEN,2008,Athletics,Athletics Men's 200 metres,Not Registered
652,Nicole Jocelin Acevedo Tangarife,Female,21,18-25,166,70,COL,2016,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Not Registered
653,Sharon Evelin Acevedo Tangarife,Female,23,18-25,170,61,COL,2016,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Not Registered
654,Daniel Aceves Villagrn,Male,19,18-25,158,52,MEX,1984,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
655,Roberto Aceves Villagrn,Male,22,18-25,165,64,MEX,1984,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Not Registered
656,David Laurence Acfield,Male,21,18-25,178,73,GBR,1968,Fencing,"Fencing Men's Sabre, Team",Not Registered
656,David Laurence Acfield,Male,25,18-25,178,73,GBR,1972,Fencing,"Fencing Men's Sabre, Team",Not Registered
657,Mohamed Ali Acha-Cheloi,Male,25,18-25,165,68,IRI,1976,Cycling,"Cycling Men's Road Race, Individual",Not Registered
658,Jaouad Achab,Male,23,18-25,175,64,BEL,2016,Taekwondo,Taekwondo Men's Featherweight,Not Registered
659,Mustapha Achab,Male,22,18-25,NULL,NULL,MAR,1992,Football,Football Men's Football,Not Registered
660,Karem Faride Achach Ramrez,Female,25,18-25,169,60,MEX,2016,Synchronized Swimming,Synchronized Swimming Women's Duet,Not Registered
661,Emilio Achacoso,Male,28,25-30,178,78,PHI,1960,Basketball,Basketball Men's Basketball,Not Registered
662,Loreto Achaerandio Snchez-Marn,Female,20,18-25,164,50,ESP,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Not Registered
663,Sharath Kamal Achanta,Male,22,18-25,186,85,IND,2004,Table Tennis,Table Tennis Men's Singles,Not Registered
663,Sharath Kamal Achanta,Male,26,25-30,186,85,IND,2008,Table Tennis,Table Tennis Men's Singles,Not Registered
663,Sharath Kamal Achanta,Male,34,Over 30,186,85,IND,2016,Table Tennis,Table Tennis Men's Singles,Not Registered
664,Kieron Robert Achara,Male,29,25-30,208,110,GBR,2012,Basketball,Basketball Men's Basketball,Not Registered
666,Aziz Acharki,Male,28,25-30,180,68,GER,2000,Taekwondo,Taekwondo Men's Featherweight,Not Registered
667,"Benjamin ""Ben"" Acheampong",Male,25,18-25,161,62,GHA,1964,Football,Football Men's Football,Not Registered
668,Gemma Acheampong,Female,23,18-25,163,54,GHA,2016,Athletics,Athletics Women's 4 x 100 metres Relay,Not Registered
669,Joachim Yaw Acheampong,Male,18,18-25,181,73,GHA,1992,Football,Football Men's Football,Bronze
670,Alfred Achermann,Male,24,18-25,176,75,SUI,1984,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
672,Wilson Achia,Male,25,18-25,167,52,UGA,1984,Athletics,Athletics Men's Marathon,Not Registered
673,Abdel Hak Achik,Male,29,25-30,165,54,MAR,1988,Boxing,Boxing Men's Featherweight,Bronze
674,Mohamed Abdelhak Achik,Male,23,18-25,174,57,MAR,1988,Boxing,Boxing Men's Bantamweight,Not Registered
674,Mohamed Abdelhak Achik,Male,27,25-30,174,57,MAR,1992,Boxing,Boxing Men's Bantamweight,Bronze
674,Mohamed Abdelhak Achik,Male,31,Over 30,174,57,MAR,1996,Boxing,Boxing Men's Featherweight,Not Registered
675,"Onochie Lawrence ""Larry"" Achike",Male,25,18-25,188,75,GBR,2000,Athletics,Athletics Men's Triple Jump,Not Registered
675,"Onochie Lawrence ""Larry"" Achike",Male,33,Over 30,188,75,GBR,2008,Athletics,Athletics Men's Triple Jump,Not Registered
676,Gaston Achille,Male,NULL,NULL,NULL,NULL,FRA,1900,Fencing,"Fencing Men's epee, Individual",Not Registered
677,Georges Achille-Fould,Female,55,Over 30,NULL,NULL,FRA,1924,Art Competitions,Art Competitions Mixed Painting,Not Registered
678,"Jacob Hendrik ""Jack"" Achilles",Male,41,Over 30,182,98,NED,1984,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Not Registered
678,"Jacob Hendrik ""Jack"" Achilles",Male,41,Over 30,182,98,NED,1984,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Not Registered
681,Janet Achola,Female,24,18-25,167,52,UGA,2012,Athletics,"Athletics Women's 1,500 metres",Not Registered
682,Julius Achon,Male,19,18-25,168,55,UGA,1996,Athletics,"Athletics Men's 1,500 metres",Not Registered
682,Julius Achon,Male,23,18-25,168,55,UGA,2000,Athletics,"Athletics Men's 1,500 metres",Not Registered
683,Natalie Chioma Achonwa,Female,19,18-25,190,86,CAN,2012,Basketball,Basketball Women's Basketball,Not Registered
683,Natalie Chioma Achonwa,Female,23,18-25,190,86,CAN,2016,Basketball,Basketball Women's Basketball,Not Registered
684,Ahmed Mohamed Achouche,Male,28,25-30,191,110,EGY,1984,Athletics,Athletics Men's Shot Put,Not Registered
684,Ahmed Mohamed Achouche,Male,32,Over 30,191,110,EGY,1988,Athletics,Athletics Men's Shot Put,Not Registered
685,Dallal Merwa Achour,Female,17,Under 18,176,45,ALG,2012,Volleyball,Volleyball Women's Volleyball,Not Registered
686,Khaled Achour,Male,20,18-25,177,82,TUN,1976,Handball,Handball Men's Handball,Not Registered
687,Haykel Al-Achouri,Male,23,18-25,184,84,TUN,2008,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
687,Haykel Al-Achouri,Male,27,25-30,184,84,TUN,2012,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
688,Said Achtar,Male,23,18-25,NULL,NULL,SYR,1980,Judo,Judo Men's Open Class,Not Registered
689,Roger Achten,Male,28,25-30,171,62,BEL,1956,Fencing,"Fencing Men's epee, Individual",Not Registered
689,Roger Achten,Male,28,25-30,171,62,BEL,1956,Fencing,"Fencing Men's epee, Team",Not Registered
689,Roger Achten,Male,32,Over 30,171,62,BEL,1960,Fencing,"Fencing Men's epee, Individual",Not Registered
689,Roger Achten,Male,32,Over 30,171,62,BEL,1960,Fencing,"Fencing Men's epee, Team",Not Registered
690,Chantal Achterberg,Female,27,25-30,172,72,NED,2012,Rowing,Rowing Women's Coxed Eights,Bronze
690,Chantal Achterberg,Female,31,Over 30,172,72,NED,2016,Rowing,Rowing Women's Quadruple Sculls,Silver
691,Assumpta Achuo-Bei,Female,20,18-25,159,55,CMR,1988,Athletics,Athletics Women's 400 metres,Not Registered
691,Assumpta Achuo-Bei,Female,20,18-25,159,55,CMR,1988,Athletics,Athletics Women's 800 metres,Not Registered
692,"James Dudley ""Jim"" Achurch",Male,28,25-30,NULL,NULL,AUS,1956,Athletics,Athletics Men's Javelin Throw,Not Registered
693,Gabriel Achy Assi,Male,25,18-25,166,61,CIV,1964,Boxing,Boxing Men's Lightweight,Not Registered
694,Oliver M. Acii,Female,18,18-25,167,55,UGA,1988,Athletics,Athletics Women's 200 metres,Not Registered
694,Oliver M. Acii,Female,18,18-25,167,55,UGA,1988,Athletics,Athletics Women's 4 x 100 metres Relay,Not Registered
695,Ricardo Augusto Amaral Acioly,Male,24,18-25,179,78,BRA,1988,Tennis,Tennis Men's Doubles,Not Registered
696,Charles Acke,Male,NULL,NULL,NULL,NULL,BEL,1924,Fencing,"Fencing Men's Sabre, Individual",Not Registered
697,Fausto Alesio Acke (Padovini-),Male,22,18-25,NULL,NULL,SWE,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
698,Paul Douglas Ackerley,Male,27,25-30,179,68,NZL,1976,Hockey,Hockey Men's Hockey,Gold
699,"Charles Edwin ""Charley"" Ackerly",Male,22,18-25,NULL,NULL,USA,1920,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
700,"Nathaniel Leedom ""Nate"" Ackerman",Male,26,25-30,173,74,GBR,2004,Wrestling,"Wrestling Men's Middleweight, Freestyle",Not Registered
701,Georg Ackermann,Male,24,18-25,191,75,GER,1996,Athletics,Athletics Men's Long Jump,Not Registered
703,"Marianne ""Marjan"" Ackermans-Thomas",Female,26,25-30,180,70,NED,1968,Athletics,Athletics Women's Pentathlon,Not Registered
704,Dsir Antoine Acket,Male,27,25-30,NULL,NULL,BEL,1932,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",Not Registered
704,Dsir Antoine Acket,Male,27,25-30,NULL,NULL,BEL,1932,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",Not Registered
707,Urban Acman,Male,24,18-25,180,83,SLO,2000,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
708,Alberto Enrique Acosta Palma,Male,19,18-25,NULL,NULL,MEX,1992,Diving,Diving Men's Platform,Not Registered
708,Alberto Enrique Acosta Palma,Male,23,18-25,NULL,NULL,MEX,1996,Diving,Diving Men's Platform,Not Registered
709,Asuncin Acosta Galano,Female,18,18-25,169,52,CUB,1972,Athletics,Athletics Women's 400 metres,Not Registered
709,Asuncin Acosta Galano,Female,18,18-25,169,52,CUB,1972,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
710,Bryan Josu Acosta Ramos,Male,22,18-25,175,74,HON,2016,Football,Football Men's Football,Not Registered
711,Carlos Acosta,Male,28,25-30,NULL,NULL,MEX,1936,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Not Registered
712,Hctor H. Acosta,Male,26,25-30,180,81,ARG,1960,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Not Registered
712,Hctor H. Acosta,Male,30,25-30,180,81,ARG,1964,Cycling,Cycling Men's 100 kilometres Team Time Trial,Not Registered
713,Jos Eugenio Acosta,Male,26,25-30,173,73,ARG,1968,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Not Registered
713,Jos Eugenio Acosta,Male,26,25-30,173,73,ARG,1968,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Not Registered
713,Jos Eugenio Acosta,Male,30,25-30,173,73,ARG,1972,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Not Registered
713,Jos Eugenio Acosta,Male,30,25-30,173,73,ARG,1972,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Not Registered
714,Juan Acosta Umazabal,Male,29,25-30,NULL,NULL,CHI,1936,Athletics,Athletics Men's Marathon,Not Registered
715,Julio Csar Acosta Gonzlez,Male,29,25-30,160,62,CHI,2016,Weightlifting,Weightlifting Men's Featherweight,Not Registered
716,Lautaro Germn Acosta,Male,20,18-25,168,72,ARG,2008,Football,Football Men's Football,Gold
717,Leopoldo Acosta,Male,22,18-25,185,61,ECU,1984,Athletics,Athletics Men's 800 metres,Not Registered
718,Luis Angel Acosta,Male,20,18-25,180,73,MEX,1968,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
718,Luis Angel Acosta,Male,20,18-25,180,73,MEX,1968,Swimming,Swimming Men's 200 metres Backstroke,Not Registered
719,Luz Mercedes Acosta Valdez,Female,27,25-30,164,63,MEX,2008,Weightlifting,Weightlifting Women's Middleweight,Not Registered
719,Luz Mercedes Acosta Valdez,Female,31,Over 30,164,63,MEX,2012,Weightlifting,Weightlifting Women's Middleweight,Not Registered
720,Marcelo Alberto Acosta Jimnez,Male,20,18-25,NULL,NULL,ESA,2016,Swimming,Swimming Men's 200 metres Freestyle,Not Registered
720,Marcelo Alberto Acosta Jimnez,Male,20,18-25,NULL,NULL,ESA,2016,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
720,Marcelo Alberto Acosta Jimnez,Male,20,18-25,NULL,NULL,ESA,2016,Swimming,"Swimming Men's 1,500 metres Freestyle",Not Registered
721,Mara Jos Acosta Acosta,Female,24,18-25,172,69,VEN,2016,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Not Registered
722,Mariano Acosta,Male,22,18-25,NULL,NULL,ARG,1952,Athletics,Athletics Men's 100 metres,Not Registered
722,Mariano Acosta,Male,22,18-25,NULL,NULL,ARG,1952,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
723,Osmay Acosta Duarte,Male,23,18-25,188,91,CUB,2008,Boxing,Boxing Men's Heavyweight,Bronze
724,Pedro Javier Acosta Snchez,Male,20,18-25,188,78,VEN,1980,Football,Football Men's Football,Not Registered
725,Roslandy del Valle Acosta Alvarado,Female,16,Under 18,190,62,VEN,2008,Volleyball,Volleyball Women's Volleyball,Not Registered
726,Tanya Acosta,Female,25,18-25,182,70,ARG,2016,Volleyball,Volleyball Women's Volleyball,Not Registered
727,Martn Ral Acosta y Lara Daz,Male,23,18-25,NULL,NULL,URU,1948,Basketball,Basketball Men's Basketball,Not Registered
727,Martn Ral Acosta y Lara Daz,Male,27,25-30,NULL,NULL,URU,1952,Basketball,Basketball Men's Basketball,Bronze
728,George Wilson Acquaah,Male,26,25-30,NULL,NULL,GHA,1952,Athletics,Athletics Men's 100 metres,Not Registered
728,George Wilson Acquaah,Male,26,25-30,NULL,NULL,GHA,1952,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
729,Robert Acquafresca,Male,20,18-25,184,70,ITA,2008,Football,Football Men's Football,Not Registered
730,Edward Acquah,Male,29,25-30,188,82,GHA,1964,Football,Football Men's Football,Not Registered
731,Oliver Acquah,Male,22,18-25,177,82,GHA,1968,Football,Football Men's Football,Not Registered
731,Oliver Acquah,Male,26,25-30,177,82,GHA,1972,Football,Football Men's Football,Not Registered
732,"Samuel ""Sam"" Acquah",Male,21,18-25,178,72,GHA,1964,Football,Football Men's Football,Not Registered
733,Ilona cs (-Zimmermann),Female,16,Under 18,NULL,NULL,HUN,1936,Swimming,Swimming Women's 100 metres Freestyle,Not Registered
733,Ilona cs (-Zimmermann),Female,16,Under 18,NULL,NULL,HUN,1936,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Not Registered
734,Otto Mnsted Acthon,Male,30,25-30,NULL,NULL,DEN,1948,Equestrianism,"Equestrianism Men's Jumping, Individual",Not Registered
734,Otto Mnsted Acthon,Male,30,25-30,NULL,NULL,DEN,1948,Equestrianism,"Equestrianism Men's Jumping, Team",Not Registered
734,Otto Mnsted Acthon,Male,34,Over 30,NULL,NULL,DEN,1952,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Not Registered
734,Otto Mnsted Acthon,Male,34,Over 30,NULL,NULL,DEN,1952,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Not Registered
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",Female,21,18-25,188,66,USA,1996,Athletics,Athletics Women's High Jump,Not Registered
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",Female,25,18-25,188,66,USA,2000,Athletics,Athletics Women's High Jump,Not Registered
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",Female,29,25-30,188,66,USA,2004,Athletics,Athletics Women's High Jump,Not Registered
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",Female,33,Over 30,188,66,USA,2008,Athletics,Athletics Women's High Jump,Not Registered
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",Female,37,Over 30,188,66,USA,2012,Athletics,Athletics Women's High Jump,Not Registered
738,Crox Ernesto Acua Rodrguez,Male,18,18-25,192,89,VEN,2008,Swimming,Swimming Men's 200 metres Freestyle,Not Registered
738,Crox Ernesto Acua Rodrguez,Male,22,18-25,192,89,VEN,2012,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Not Registered
739,Jorge Acua,Male,24,18-25,173,50,URU,1972,Boxing,Boxing Men's Flyweight,Not Registered
740,"ngel ""Mudo"" Acua Lizana",Male,29,25-30,NULL,NULL,MEX,1948,Basketball,Basketball Men's Basketball,Not Registered
741,Ricardo Acua,Male,25,18-25,NULL,NULL,MEX,1996,Judo,Judo Men's Extra-Lightweight,Not Registered
742,Roberto Acua,Male,25,18-25,208,109,ARG,2016,Basketball,Basketball Men's Basketball,Not Registered
743,Arslanbek Aylow,Male,23,18-25,177,75,TKM,2016,Boxing,Boxing Men's Middleweight,Not Registered
744,Jzsef Aczl (-Eisenhoffer),Male,23,18-25,NULL,NULL,HUN,1924,Football,Football Men's Football,Not Registered
745,Kazimierz Piotr Adach,Male,23,18-25,162,60,POL,1980,Boxing,Boxing Men's Lightweight,Bronze
747,Kiyoshi Adachi,Male,22,18-25,179,60,JPN,1936,Athletics,Athletics Men's Pole Vault,Not Registered
748,Mariko Adachi,Female,29,25-30,162,51,JPN,2012,Triathlon,Triathlon Women's Olympic Distance,Not Registered
749,Miho Adachi,Female,25,18-25,165,58,JPN,2004,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Not Registered
750,Seiya Adachi,Male,21,18-25,172,67,JPN,2016,Water Polo,Water Polo Men's Water Polo,Not Registered
751,Takumi Adachi,Male,26,25-30,168,67,JPN,1992,Wrestling,"Wrestling Men's Featherweight, Freestyle",Not Registered
752,Yumi Adachi,Female,23,18-25,160,NULL,JPN,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Not Registered
754,Craig Robert Adair,Male,21,18-25,187,81,NZL,1984,Cycling,"Cycling Men's 1,000 metres Time Trial",Not Registered
754,Craig Robert Adair,Male,21,18-25,187,81,NZL,1984,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Not Registered
755,Ali Enver Adakan,Male,23,18-25,186,100,TUR,2000,Sailing,Sailing Men's One Person Dinghy,Not Registered
755,Ali Enver Adakan,Male,27,25-30,186,100,TUR,2004,Sailing,Sailing Men's One Person Dinghy,Not Registered
756,Adalberto Pereira da Silva,Male,25,18-25,189,105,BRA,2004,Handball,Handball Men's Handball,Not Registered
757,Adam,Male,NULL,NULL,NULL,NULL,FRA,1900,Fencing,"Fencing Men's epee, Individual",Not Registered
758,Adam,Male,NULL,NULL,NULL,NULL,FRA,1900,Swimming,Swimming Men's 200 metres Freestyle,Not Registered
759,Ahmed Adam,Male,20,18-25,162,60,SUD,2008,Swimming,Swimming Men's 50 metres Freestyle,Not Registered
760,Constantin Adam,Male,20,18-25,202,105,ROU,2016,Rowing,Rowing Men's Coxless Fours,Not Registered
761,Gal Adam,Male,22,18-25,190,80,MRI,2008,Swimming,Swimming Men's 100 metres Freestyle,Not Registered
762,"Gordon Belgum ""Gordy"" Adam",Male,21,18-25,NULL,NULL,USA,1936,Rowing,Rowing Men's Coxed Eights,Gold
763,Herman Adam Negrete,Male,23,18-25,180,71,MEX,1988,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
764,Idrissa Adam,Male,27,25-30,178,79,CMR,2012,Athletics,Athletics Men's 100 metres,Not Registered
765,Jean-Paul Adam,Male,15,Under 18,NULL,NULL,SEY,1992,Swimming,Swimming Men's 200 metres Freestyle,Not Registered
765,Jean-Paul Adam,Male,15,Under 18,NULL,NULL,SEY,1992,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
765,Jean-Paul Adam,Male,15,Under 18,NULL,NULL,SEY,1992,Swimming,Swimming Men's 200 metres Individual Medley,Not Registered
766,Ji Adam,Male,25,18-25,187,83,TCH,1976,Modern Pentathlon,Modern Pentathlon Men's Individual,Not Registered
766,Ji Adam,Male,25,18-25,187,83,TCH,1976,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
766,Ji Adam,Male,29,25-30,187,83,TCH,1980,Fencing,"Fencing Men's epee, Team",Not Registered
767,"Johannes ""Johann"" Adam",Male,NULL,NULL,NULL,NULL,GER,1908,Fencing,"Fencing Men's epee, Individual",Not Registered
767,"Johannes ""Johann"" Adam",Male,NULL,NULL,NULL,NULL,GER,1908,Fencing,"Fencing Men's Sabre, Individual",Not Registered
767,"Johannes ""Johann"" Adam",Male,NULL,NULL,NULL,NULL,GER,1912,Fencing,"Fencing Men's Foil, Individual",Not Registered
767,"Johannes ""Johann"" Adam",Male,NULL,NULL,NULL,NULL,GER,1912,Fencing,"Fencing Men's Sabre, Team",Not Registered
768,Joseph Adam,Male,27,25-30,172,70,SEY,1992,Athletics,Athletics Men's 400 metres,Not Registered
769,Leonie Adam,Female,23,18-25,162,54,GER,2016,Trampolining,Trampolining Women's Individual,Not Registered
770,Marcus Adam,Male,24,18-25,182,82,GBR,1992,Athletics,Athletics Men's 100 metres,Not Registered
770,Marcus Adam,Male,24,18-25,182,82,GBR,1992,Athletics,Athletics Men's 200 metres,Not Registered
770,Marcus Adam,Male,24,18-25,182,82,GBR,1992,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
771,Marianne Adam,Female,20,18-25,183,85,GDR,1972,Athletics,Athletics Women's Shot Put,Not Registered
771,Marianne Adam,Female,24,18-25,183,85,GDR,1976,Athletics,Athletics Women's Shot Put,Not Registered
773,Moustafa Adam,Male,19,18-25,173,71,EGY,1988,Modern Pentathlon,Modern Pentathlon Men's Individual,Not Registered
773,Moustafa Adam,Male,19,18-25,173,71,EGY,1988,Modern Pentathlon,Modern Pentathlon Men's Team,Not Registered
773,Moustafa Adam,Male,23,18-25,173,71,EGY,1992,Modern Pentathlon,Modern Pentathlon Men's Individual,Not Registered
773,Moustafa Adam,Male,23,18-25,173,71,EGY,1992,Modern Pentathlon,Modern Pentathlon Men's Team,Not Registered
774,"Nicolas Dominique ""Nic"" Adam",Male,30,25-30,NULL,NULL,LUX,1912,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
774,"Nicolas Dominique ""Nic"" Adam",Male,30,25-30,NULL,NULL,LUX,1912,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Not Registered
775,Otto Adam,Male,26,25-30,NULL,NULL,GER,1936,Fencing,"Fencing Men's Foil, Team",Bronze
