ID,Competitor Name,Sex,Age,Age Grouping,Height,Weight,Nation Code,Year,Sport,Event,Medal
155,Mohamed Ibrahim Abd El-Fatah Mohamed,Male,34,Over 30,185,98,EGY,2012,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Not Registered
156,Mahmoud Abd El-Kader,Male,23,18-25,195,94,EGY,2008,Volleyball,Volleyball Men's Volleyball,Not Registered
157,Mohamed Ibrahim Abd El-Salam,Male,22,18-25,192,83,EGY,2004,Handball,Handball Men's Handball,Not Registered
157,Mohamed Ibrahim Abd El-Salam,Male,26,25-30,192,83,EGY,2008,Handball,Handball Men's Handball,Not Registered
158,Noha Abd Rabo,Female,21,18-25,NULL,NULL,EGY,2008,Taekwondo,Taekwondo Women's Heavyweight,Not Registered
159,Reem Wa'il Abdalazem Abdalazem El-Bossaty,Female,15,Under 18,167,60,EGY,2008,Synchronized Swimming,Synchronized Swimming Women's Duet,Not Registered
159,Reem Wa'il Abdalazem Abdalazem El-Bossaty,Female,15,Under 18,167,60,EGY,2008,Synchronized Swimming,Synchronized Swimming Women's Team,Not Registered
159,Reem Wa'il Abdalazem Abdalazem El-Bossaty,Female,19,18-25,167,60,EGY,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Not Registered
160,Ali Abdalla Afringi,Male,25,18-25,163,57,ERI,2008,Athletics,"Athletics Men's 5,000 metres",Not Registered
161,Hossam Abdalla,Male,28,25-30,203,97,EGY,2016,Volleyball,Volleyball Men's Volleyball,Not Registered
162,Hosam Abdallah,Male,25,18-25,NULL,NULL,EGY,1992,Handball,Handball Men's Handball,Not Registered
162,Hosam Abdallah,Male,29,25-30,NULL,NULL,EGY,1996,Handball,Handball Men's Handball,Not Registered
163,Ismail Abdallah,Male,NULL,NULL,NULL,NULL,UAR,1960,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
163,Ismail Abdallah,Male,NULL,NULL,NULL,NULL,UAR,1960,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
163,Ismail Abdallah,Male,NULL,NULL,NULL,NULL,UAR,1960,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
163,Ismail Abdallah,Male,NULL,NULL,NULL,NULL,UAR,1960,Gymnastics,Gymnastics Men's Horse Vault,Not Registered
163,Ismail Abdallah,Male,NULL,NULL,NULL,NULL,UAR,1960,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
163,Ismail Abdallah,Male,NULL,NULL,NULL,NULL,UAR,1960,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
163,Ismail Abdallah,Male,NULL,NULL,NULL,NULL,UAR,1960,Gymnastics,Gymnastics Men's Rings,Not Registered
163,Ismail Abdallah,Male,NULL,NULL,NULL,NULL,UAR,1960,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
164,Maged Abdallah,Male,22,18-25,NULL,NULL,EGY,1992,Fencing,"Fencing Men's Foil, Individual",Not Registered
165,Nia Nicole Abdallah,Female,20,18-25,175,56,USA,2004,Taekwondo,Taekwondo Women's Featherweight,Silver
166,Omari Abdallah,Male,21,18-25,168,57,TAN,1964,Athletics,Athletics Men's Marathon,Not Registered
166,Omari Abdallah,Male,29,25-30,168,57,TAN,1972,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
167,Ould Lamine Abdallah,Male,NULL,NULL,NULL,NULL,FRA,1952,Athletics,"Athletics Men's 10,000 metres",Not Registered
168,Younis Abdallah Rabee,Male,23,18-25,169,68,KUW,1972,Athletics,Athletics Men's 100 metres,Not Registered
169,Raida Abdallah Bader,Female,19,18-25,158,49,JOR,1984,Athletics,"Athletics Women's 3,000 metres",Not Registered
170,Maha Abdalsalam Gouda,Female,18,18-25,172,61,EGY,2016,Diving,Diving Women's Platform,Not Registered
171,Mahmoud Abdel Aziz,Male,25,18-25,174,70,EGY,2000,Volleyball,Volleyball Men's Volleyball,Not Registered
172,Mohamed Abdel Ellah,Male,32,Over 30,168,68,EGY,2000,Shooting,"Shooting Men's Air Rifle, 10 metres",Not Registered
173,Mohamed Abdel Fatah,Male,NULL,NULL,170,69,SUD,1972,Football,Football Men's Football,Not Registered
174,Ali Mohamed Badawi Abdel Fattah Badawi,Male,19,18-25,NULL,NULL,UAR,1960,Football,Football Men's Football,Not Registered
175,Abdelgani Hassan Abdel Fattah,Male,31,Over 30,NULL,NULL,EGY,1952,Athletics,Athletics Men's Marathon,Not Registered
176,Mahmoud Atter Abdel Fattah,Male,NULL,NULL,NULL,NULL,UAR,1960,Athletics,Athletics Men's Long Jump,Not Registered
177,Mohamed Abdel Fattah,Male,23,18-25,174,69,EGY,2000,Cycling,"Cycling Men's Road Race, Individual",Not Registered
178,Sayed Abdel Gadir,Male,23,18-25,180,56,SUD,1960,Boxing,Boxing Men's Featherweight,Not Registered
178,Sayed Abdel Gadir,Male,32,Over 30,180,56,SUD,1968,Boxing,Boxing Men's Lightweight,Not Registered
179,Ibrahim Saad Abdel Galil,Male,NULL,NULL,176,73,SUD,1972,Athletics,Athletics Men's 200 metres,Not Registered
179,Ibrahim Saad Abdel Galil,Male,NULL,NULL,176,73,SUD,1972,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
180,Heba Abdel Gawad,Female,18,18-25,154,48,EGY,2000,Synchronized Swimming,Synchronized Swimming Women's Duet,Not Registered
180,Heba Abdel Gawad,Female,22,18-25,154,48,EGY,2004,Synchronized Swimming,Synchronized Swimming Women's Duet,Not Registered
181,Sara Abdel Gawad,Female,18,18-25,153,46,EGY,2000,Synchronized Swimming,Synchronized Swimming Women's Duet,Not Registered
182,Gamal Amin Abdel Ghani,Male,29,25-30,NULL,NULL,EGY,1992,Hockey,Hockey Men's Hockey,Not Registered
183,Abdel Sattar Abdel Hadj,Male,NULL,NULL,NULL,NULL,UAR,1960,Rowing,Rowing Men's Coxed Eights,Not Registered
184,Ragy Abdel Hady,Male,30,25-30,186,100,EGY,2004,Water Polo,Water Polo Men's Water Polo,Not Registered
185,Osman Abdel Hafeez,Male,31,Over 30,NULL,NULL,EGY,1948,Fencing,"Fencing Men's Foil, Individual",Not Registered
185,Osman Abdel Hafeez,Male,31,Over 30,NULL,NULL,EGY,1948,Fencing,"Fencing Men's Foil, Team",Not Registered
185,Osman Abdel Hafeez,Male,31,Over 30,NULL,NULL,EGY,1948,Fencing,"Fencing Men's epee, Team",Not Registered
185,Osman Abdel Hafeez,Male,35,Over 30,NULL,NULL,EGY,1952,Fencing,"Fencing Men's Foil, Team",Not Registered
185,Osman Abdel Hafeez,Male,35,Over 30,NULL,NULL,EGY,1952,Fencing,"Fencing Men's epee, Team",Not Registered
186,Mohamed Abdel Hafiz,Male,NULL,NULL,NULL,NULL,UAR,1960,Water Polo,Water Polo Men's Water Polo,Not Registered
187,Moustafa Ali Abdel Halim,Male,32,Over 30,152,52,EGY,1976,Weightlifting,Weightlifting Men's Flyweight,Not Registered
188,Mohamed Abdel Hamed,Male,24,18-25,193,82,EGY,1984,Volleyball,Volleyball Men's Volleyball,Not Registered
189,Hwad Ibrahim Abdel Hamid Lumomba,Male,NULL,NULL,162,57,SUD,1968,Boxing,Boxing Men's Featherweight,Not Registered
190,Ibrahim Abdel Hamid,Male,NULL,NULL,NULL,NULL,EGY,1948,Wrestling,"Wrestling Men's Featherweight, Freestyle",Not Registered
191,Tamer Mohamed Abdel Hamid,Male,20,18-25,NULL,NULL,EGY,1992,Football,Football Men's Football,Not Registered
192,Ahmed El-Sayed Abdel Hamid Mobarak,Male,25,18-25,189,85,EGY,1972,Basketball,Basketball Men's Basketball,Not Registered
193,Dorri Abdel Kader Said,Male,21,18-25,NULL,NULL,EGY,1948,Water Polo,Water Polo Men's Water Polo,Not Registered
193,Dorri Abdel Kader Said,Male,21,18-25,NULL,NULL,EGY,1948,Swimming,Swimming Men's 100 metres Freestyle,Not Registered
193,Dorri Abdel Kader Said,Male,21,18-25,NULL,NULL,EGY,1948,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
193,Dorri Abdel Kader Said,Male,25,18-25,NULL,NULL,EGY,1952,Water Polo,Water Polo Men's Water Polo,Not Registered
193,Dorri Abdel Kader Said,Male,25,18-25,NULL,NULL,EGY,1952,Swimming,Swimming Men's 100 metres Freestyle,Not Registered
193,Dorri Abdel Kader Said,Male,33,Over 30,NULL,NULL,UAR,1960,Water Polo,Water Polo Men's Water Polo,Not Registered
194,Moustafa Mounib Abdel Kader,Male,NULL,NULL,176,67,UAR,1960,Athletics,Athletics Men's 100 metres,Not Registered
195,Mohamed Ali Abdel Kerim,Male,24,18-25,NULL,81,EGY,1952,Weightlifting,Weightlifting Men's Light-Heavyweight,Not Registered
195,Mohamed Ali Abdel Kerim,Male,32,Over 30,NULL,81,UAR,1960,Weightlifting,Weightlifting Men's Light-Heavyweight,Not Registered
196,Mohamed Abdel Khaled,Male,24,18-25,183,76,TUN,1976,Handball,Handball Men's Handball,Not Registered
197,Abdel Latif Abdel Latif,Male,28,25-30,172,68,EGY,1988,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Not Registered
198,Walid Abdel Maksoud,Male,29,25-30,NULL,NULL,EGY,2008,Handball,Handball Men's Handball,Not Registered
199,Amir Abdel Meguid,Male,23,18-25,178,67,EGY,1984,Basketball,Basketball Men's Basketball,Not Registered
199,Amir Abdel Meguid,Male,27,25-30,178,67,EGY,1988,Basketball,Basketball Men's Basketball,Not Registered
200,Mohamed Abdel Mohamed,Male,24,18-25,NULL,NULL,EGY,1992,Handball,Handball Men's Handball,Not Registered
201,Karim Abdel Mohsen,Male,25,18-25,188,92,EGY,2004,Water Polo,Water Polo Men's Water Polo,Not Registered
202,Awad Abdel Nabi Awad,Male,19,18-25,198,80,EGY,1972,Basketball,Basketball Men's Basketball,Not Registered
202,Awad Abdel Nabi Awad,Male,23,18-25,198,80,EGY,1976,Basketball,Basketball Men's Basketball,Not Registered
203,Ahmed Abdel Naeim,Male,23,18-25,197,87,EGY,2008,Volleyball,Volleyball Men's Volleyball,Not Registered
203,Ahmed Abdel Naeim,Male,31,Over 30,197,87,EGY,2016,Volleyball,Volleyball Men's Volleyball,Not Registered
204,Moustafa Abdel Naser,Male,21,18-25,176,74,LBA,1996,Athletics,Athletics Men's 400 metres,Not Registered
205,Ali Abdel Radi,Male,24,18-25,NULL,NULL,EGY,1964,Rowing,Rowing Men's Coxed Eights,Not Registered
206,Amin Abdel Rahman,Male,18,18-25,NULL,NULL,UAR,1960,Water Polo,Water Polo Men's Water Polo,Not Registered
206,Amin Abdel Rahman,Male,22,18-25,NULL,NULL,EGY,1964,Water Polo,Water Polo Men's Water Polo,Not Registered
207,Mohamed Fathallah Abdel Rahman,Male,21,18-25,NULL,NULL,EGY,1936,Fencing,"Fencing Men's Sabre, Individual",Not Registered
207,Mohamed Fathallah Abdel Rahman,Male,33,Over 30,NULL,NULL,EGY,1948,Fencing,"Fencing Men's epee, Individual",Not Registered
207,Mohamed Fathallah Abdel Rahman,Male,33,Over 30,NULL,NULL,EGY,1948,Fencing,"Fencing Men's epee, Team",Not Registered
